사진,제목,가격,소제목,소재지,매물특징,계약/전용면적,해당층/총층,방수/욕실수,월관리비,관리비 포함,입주가능일,융자금,방향,주차가능여부,난방(방식/연료),사용승인일,총세대수,총주차대수,용도지역,건축물 용도,주구조,재건축/재개발,매물번호,매물설명,중개사,공급/전용면적,전세금 반환보증,용도,방구조,복층여부,현관구조,해당면적 세대수,사용검사일,준공인가일
0,당산역리버뷰한강 1동7층,"월세1,000/90",남향역까지 1분 계약/전용 면적:30.31㎡/16.78㎡,,당산역 1분거리 해가 잘드는 귀한 월세,30.31㎡/16.78㎡(전용률55%),7/15층,1/1개,,,2023년 2월 12일 ,없음,남향(거실 기준),,개별난방/도시가스,,,103대(세대당 0.50대),,공동주택,,,2245929015,,"래미안공인중개사사무소길찾기대표유명자등록번호92440000-06298소재지서울특별시 영등포구 당산로 214 당산삼성래미안 상가1동 105-2호 (당산 삼성 래미안)전화02-2672-6400,010-3774-5397최근 3개월  집주인확인 74건매매12전세28월세28단기0",,,주거용,오픈형,복층,복도식,146세대,,
0,당산역리버뷰한강 1동8층,"월세1,000/95",남향역까지 1분 계약/전용 면적:29.4㎡/16.24㎡,,당산역 1분거리  조용한 남향 신축 복층,29.4㎡/16.24㎡(전용률55%),8/15층,1/1개,,,즉시입주 ,없음,남향(거실 기준),,개별난방/도시가스,,,103대(세대당 0.50대),,공동주택,,,2245288106,"▒ 구조 : 방1 복층1 욕실1
▒ 주차 : 주차가능
▒ 특징 : 신축 풀옵션 원룸형 복층, 인근 편의시설, 대로변 유동인구 많아 안전
▒ 옵션 : 천장에어컨, 스타일러, 세탁기, 냉장고, 인덕션, 신발장 등 풀옵션
▒ 교통 : 2호선 9호선 당산역 도보 1분
========================
전입 불가 .사업자도 가능.
========================
◆당산역 9번출구 래미안 공인 중개사◆
안전한집, 깨끗한집, 편안한집으로 성심성의껏 중개해드립니다.

※2672-6400※","래미안공인중개사사무소길찾기대표유명자등록번호92440000-06298소재지서울특별시 영등포구 당산로 214 당산삼성래미안 상가1동 105-2호 (당산 삼성 래미안)전화02-2672-6400,010-3774-5397최근 3개월  집주인확인 74건매매12전세28월세28단기0",,,주거용,오픈형,복층,복도식,28세대,,
0,당산역리버뷰한강 1동11층,"전세2억 5,000(2,726만원/3.3㎡)",북향역까지 1분 계약/전용 면적:30.31㎡/16.78㎡,,한강뷰 전입 대출가능  복층 첫입주,30.31㎡/16.78㎡(전용률55%),11/15층,1/1개,,,즉시입주 ,없음,북향(거실 기준),,개별난방/도시가스,,,103대(세대당 0.50대),,공동주택,,,2245285131,"***한강뷰 ~ 최상의 입지.*** 

★ 저희 부동산20, 30대 직장인 강추

 당산 리버뷰한강 오피스텔 다양한 물건 보유 중에 있습니다. 

◈ 원룸형 복층 전용 5.3평 + 복층 2.7평 총 8평

 ◈ 에어컨, 냉장고, 건조기, 세탁기.스타일러.

 ◈ 다양한 수납공간, 붙박이장.

 ◈ 주차, 엘리베이터, CCTV 등 첨단 시설 설치

 ※ 2,9호선 당산역 도보 1분거리 큰 대로변 

※ 206세대 대단지로 다양한 편의시설 이용가능 

※ 황금 교통망 : 광역교통망은 9호선과 공항철도 연계 김포공항5분, 

***언제든 전화주시면 성심성의껏 모시겠습니다!!!!","래미안공인중개사사무소길찾기대표유명자등록번호92440000-06298소재지서울특별시 영등포구 당산로 214 당산삼성래미안 상가1동 105-2호 (당산 삼성 래미안)전화02-2672-6400,010-3774-5397최근 3개월  집주인확인 74건매매12전세28월세28단기0",,"예상 보증료735,690원네이버페이 최대3만원 적립상품 안내",주거용,오픈형,복층,복도식,146세대,,
0,당산역리버뷰한강 1동11층,"전세2억 5,000(2,726만원/3.3㎡)",북향역까지 1분 계약/전용 면적:30.31㎡/16.78㎡,,한강뷰 전입 대출가능  복층 첫입주,30.31㎡/16.78㎡(전용률55%),11/15층,1/1개,,,즉시입주 ,없음,북향(거실 기준),,개별난방/도시가스,,,103대(세대당 0.50대),,공동주택,,,2245285131,"***한강뷰 ~ 최상의 입지.*** 

★ 저희 부동산20, 30대 직장인 강추

 당산 리버뷰한강 오피스텔 다양한 물건 보유 중에 있습니다. 

◈ 원룸형 복층 전용 5.3평 + 복층 2.7평 총 8평

 ◈ 에어컨, 냉장고, 건조기, 세탁기.스타일러.

 ◈ 다양한 수납공간, 붙박이장.

 ◈ 주차, 엘리베이터, CCTV 등 첨단 시설 설치

 ※ 2,9호선 당산역 도보 1분거리 큰 대로변 

※ 206세대 대단지로 다양한 편의시설 이용가능 

※ 황금 교통망 : 광역교통망은 9호선과 공항철도 연계 김포공항5분, 

***언제든 전화주시면 성심성의껏 모시겠습니다!!!!","래미안공인중개사사무소길찾기대표유명자등록번호92440000-06298소재지서울특별시 영등포구 당산로 214 당산삼성래미안 상가1동 105-2호 (당산 삼성 래미안)전화02-2672-6400,010-3774-5397최근 3개월  집주인확인 74건매매12전세28월세28단기0",,"예상 보증료735,690원네이버페이 최대3만원 적립상품 안내",주거용,오픈형,복층,복도식,146세대,,
0,당산역리버뷰한강 1동저층,"전세2억 3,000(2,508만원/3.3㎡)",남서향역까지 1분 계약/전용 면적:30.31㎡/16.78㎡,,주인직접의뢰 위치굿 당산역1분 따뜻한남향 신축복층 풀옵션 빠른입주가능,30.31㎡/16.78㎡(전용률55%),저/15층,1/1개,12만원,-,즉시입주 ,없음,남서향(안방 기준),,개별난방/도시가스,,,106대(세대당 0.51대),,업무시설,,,2245662607,,"부자촌공인길찾기대표오상철등록번호92440000-06350소재지서울특별시 영등포구 당산로 214 상가1동 112-3호(당산동5가, 당산삼성래미안)전화02-2069-1100최근 3개월  집주인확인 75건매매17전세47월세20단기0",,"예상 보증료676,840원네이버페이 최대3만원 적립상품 안내",주거용,오픈형,복층,복도식,146세대,,
0,당산역리버뷰한강 1동10층,"월세1,000/100",북향역까지 1분 계약/전용 면적:30.31㎡/16.78㎡,,당산초역세권 복층형 풀옵션 2월중협의,30.31㎡/16.78㎡(전용률55%),10/15층,1/1개,10만원,-,2023년 02월 중순 협의가능,시세 대비 30% 미만,북향(거실 기준),,개별난방/도시가스,,,103대(세대당 0.5대),,업무시설,,,2245856541,"* 창밖에 탁트인 전망 멋진 한강을 내집에서 감상하세요.

* 밤이면 분위기좋은 카페에 앉아있는듯 뿌듯하실거예요.

* 문 밖에 나가면 바로 당산역, 바쁜아침엔 지하철접근성이 중요하죠

* 한강공원과의 접근성좋고 영등포구민체육센터가 지척에

* 당산역 미래로마트와 창고형 빅마켓도 가까워 쇼핑도 편리합니다.

* 주변 병원, 세탁소, 음식점,커피전문점, 등 필요한 시설이 다양하게 갖춰져있습니다.

* 내부엔 세탁기,냉장고,시스템에어컨,스타일러가 있구요 복층엔 붙박이 수납장이있어요.

* 관리비는  실제거주시 차이 있을 수 있습니다.

* 당산동 오피스텔전문 스타부동산으로 전화주세요.

☎ 010-6207-3808 / 02-2675-6400 ♥스타부동산은 고객님의 행복을 중개합니다 ♥
","아이파크스타공인중개사사무소길찾기대표강수미등록번호92440000-07785소재지서울특별시 영등포구 영신로 247 상가A동 105호전화02-2675-6400,010-6207-3808최근 3개월  집주인확인 24건매매6전세9월세17단기0",,,주거용,오픈형,복층,복도식,146세대,,
0,당산역리버뷰한강 1동8층,"월세1,000/95",북향역까지 1분 계약/전용 면적:30.31㎡/16.78㎡,,당산역 1분거리 한강이 보이는 전입 불가 매물사업자 가능,30.31㎡/16.78㎡(전용률55%),8/15층,1/1개,,,2022년 12월 20일 협의가능,없음,북향(거실 기준),,개별난방/도시가스,,,103대(세대당 0.50대),,공동주택,,,2244174158,"▒ 구조 : 방1 복층1 욕실1
▒ 주차 : 주차가능
▒ 특징 : 신축 풀옵션 원룸형 복층, 인근 편의시설, 대로변 유동인구 많아 안전
▒ 옵션 : 천장에어컨, 스타일러, 세탁기, 냉장고, 인덕션, 신발장 등 풀옵션
▒ 교통 : 2호선 9호선 당산역 도보 1분
========================
전입 불가 .사업자도 가능.
========================
◆당산역 9번출구 래미안 공인 중개사◆
안전한집, 깨끗한집, 편안한집으로 성심성의껏 중개해드립니다.

※2672-6400※","래미안공인중개사사무소길찾기대표유명자등록번호92440000-06298소재지서울특별시 영등포구 당산로 214 당산삼성래미안 상가1동 105-2호 (당산 삼성 래미안)전화02-2672-6400,010-3774-5397최근 3개월  집주인확인 74건매매12전세28월세28단기0",,,주거용,오픈형,복층,복도식,146세대,,
0,당산역리버뷰한강 1동저층,"월세1억 3,000/45",남향역까지 1분 계약/전용 면적:30.31㎡/16.78㎡,,주인직접의뢰  당산역1분 신축 복층 풀옵션 빠른입주도가능,30.31㎡/16.78㎡(전용률55%),저/15층,1/1개,12만원,-,즉시입주 협의가능,없음,남향(안방 기준),,개별난방/도시가스,,,106대(세대당 0.51대),,업무시설,,,2245077635,,"부자촌공인길찾기대표오상철등록번호92440000-06350소재지서울특별시 영등포구 당산로 214 상가1동 112-3호(당산동5가, 당산삼성래미안)전화02-2069-1100최근 3개월  집주인확인 75건매매17전세47월세20단기0",,"예상 보증료382,560원네이버페이 최대3만원 적립상품 안내",주거용,오픈형,복층,복도식,146세대,,
0,당산역리버뷰한강 1동저층,"월세1억 3,000/45",남향역까지 1분 계약/전용 면적:30.31㎡/16.78㎡,,주인직접의뢰  당산역1분 신축 복층 풀옵션 빠른입주도가능,30.31㎡/16.78㎡(전용률55%),저/15층,1/1개,12만원,-,즉시입주 협의가능,없음,남향(안방 기준),,개별난방/도시가스,,,106대(세대당 0.51대),,업무시설,,,2245077635,,"부자촌공인길찾기대표오상철등록번호92440000-06350소재지서울특별시 영등포구 당산로 214 상가1동 112-3호(당산동5가, 당산삼성래미안)전화02-2069-1100최근 3개월  집주인확인 75건매매17전세47월세20단기0",,"예상 보증료382,560원네이버페이 최대3만원 적립상품 안내",주거용,오픈형,복층,복도식,146세대,,
0,당산역리버뷰한강 1동중층,"월세1,000/94",동향역까지 1분 계약/전용 면적:29.4㎡/16.24㎡,,전입신고 가능한 대로변 원룸복층,29.4㎡/16.24㎡(전용률55%),중/15층,1/1개,12만원,"인터넷, TV",2023년 02월 초순 협의가능,없음,동향(거실 기준),,개별난방/도시가스,,,103대(세대당 0.50대),,업무시설,,,2244941233,"▶▶소중한 자산을 지키고 만족도 높은 공간만 엄선해드립니다◀◀


★매물특징★

☆ 전입신고 가능하며 무융자 안전한 권리관계 매물

☆ 2/9호선 당산역 역세권!

☆ 주변에 각종 마트, 백화점, 음식점, 편의시설 밀집!

☆ 준신축 건물로 시설 깨끗하고 보안설비 완벽!

☆ 풀옵션 구조로 공간 활용도 뛰어난 넓은 분리형 원룸!

☆ 조용한 주택가로 소음, 치안 걱정 NO!



★ 24시 상담 가능합니다★ 
카카오톡 : sbzhf200
☎ 010-3242-6635

──────────────────────────────
☞ 부지런히 발로 뛰며 직접 촬영한 실매물만 보여드리는 써밋부동산입니다
☞ 권리분석부터 입주까지 정직하고 성실하게 중개할 것을 약속드립니다
☞ 원하시는 최적의 공간을 찾아드립니다
☞ 영등포구 최다매물 보유하고 있습니다.



※ 공인중개사법 18조 2,3항에 의거 해당 매물은
최초 게시일 당시 거래 가능한 실매물임을 확인하였으나, 광고 내용을 보는 시점에 거래가 완료되었을 수 있으므로, 거래 완료 여부 및 상세 내용 변동은 가능성이 있습니다.",써밋부동산공인중개사사무소길찾기대표박창현등록번호11560202100195소재지서울특별시 영등포구 당산로28길 16-2전화010-3242-6635최근 3개월  집주인확인 633건매매32전세238월세179단기1,,,주거용,오픈형,복층,복합식,28세대,,
0,당산역리버뷰한강 1동6층,"월세1,000/85",남향역까지 1분 계약/전용 면적:30.31㎡/16.78㎡,,당산역1분거리 해잘드는 조용한 남향동 주임사 전입가능 2월입주.,30.31㎡/16.78㎡(전용률55%),6/15층,1/1개,,,즉시입주 협의가능,없음,남향(거실 기준),,개별난방/도시가스,,,103대(세대당 0.50대),,공동주택,,,2245291324,,"래미안공인중개사사무소길찾기대표유명자등록번호92440000-06298소재지서울특별시 영등포구 당산로 214 당산삼성래미안 상가1동 105-2호 (당산 삼성 래미안)전화02-2672-6400,010-3774-5397최근 3개월  집주인확인 74건매매12전세28월세28단기0",,,주거용,오픈형,복층,복도식,146세대,,
0,당산역리버뷰한강 1동4층,"전세2억 3,000(2,508만원/3.3㎡)",북동향역까지 1분 계약/전용 면적:30.31㎡/16.78㎡,,주인직접의뢰. 신축급 풀옵션 당산역1분 초역세권 입주협의,30.31㎡/16.78㎡(전용률55%),4/15층,1/1개,10만원,"전기료, 수도, TV",즉시입주 협의가능,없음,북동향(거실 기준),,개별난방/도시가스,,,103대(세대당 0.5대),,업무시설,,,2245253851,,"아이파크공인중개사사무소길찾기대표임영숙등록번호92440000-07529소재지서울 영등포구 당산동5가4-13 상가B동 101호전화02-2675-9800,010-5354-9604최근 3개월  집주인확인 33건매매6전세68월세18단기0",,"예상 보증료676,840원네이버페이 최대3만원 적립상품 안내",주거용,오픈형,복층,복도식,146세대,,
0,당산역리버뷰한강 1동4층,"전세2억 3,000(2,508만원/3.3㎡)",북동향역까지 1분 계약/전용 면적:30.31㎡/16.78㎡,,주인직접의뢰. 신축급 풀옵션 당산역1분 초역세권 입주협의,30.31㎡/16.78㎡(전용률55%),4/15층,1/1개,10만원,"전기료, 수도, TV",즉시입주 협의가능,없음,북동향(거실 기준),,개별난방/도시가스,,,103대(세대당 0.5대),,업무시설,,,2245253851,,"아이파크공인중개사사무소길찾기대표임영숙등록번호92440000-07529소재지서울 영등포구 당산동5가4-13 상가B동 101호전화02-2675-9800,010-5354-9604최근 3개월  집주인확인 33건매매6전세68월세18단기0",,"예상 보증료676,840원네이버페이 최대3만원 적립상품 안내",주거용,오픈형,복층,복도식,146세대,,
0,당산역리버뷰한강 1동4층,"전세2억 3,000(2,508만원/3.3㎡)",북동향역까지 1분 계약/전용 면적:30.31㎡/16.78㎡,,주인직접의뢰. 신축급 풀옵션 당산역1분 초역세권 입주협의,30.31㎡/16.78㎡(전용률55%),4/15층,1/1개,10만원,"전기료, 수도, TV",즉시입주 협의가능,없음,북동향(거실 기준),,개별난방/도시가스,,,103대(세대당 0.5대),,업무시설,,,2245253851,,"아이파크공인중개사사무소길찾기대표임영숙등록번호92440000-07529소재지서울 영등포구 당산동5가4-13 상가B동 101호전화02-2675-9800,010-5354-9604최근 3개월  집주인확인 33건매매6전세68월세18단기0",,"예상 보증료676,840원네이버페이 최대3만원 적립상품 안내",주거용,오픈형,복층,복도식,146세대,,
0,당산역리버뷰한강 1동4층,"전세2억 3,000(2,508만원/3.3㎡)",북동향역까지 1분 계약/전용 면적:30.31㎡/16.78㎡,,주인직접의뢰. 신축급 풀옵션 당산역1분 초역세권 입주협의,30.31㎡/16.78㎡(전용률55%),4/15층,1/1개,10만원,"전기료, 수도, TV",즉시입주 협의가능,없음,북동향(거실 기준),,개별난방/도시가스,,,103대(세대당 0.5대),,업무시설,,,2245253851,,"아이파크공인중개사사무소길찾기대표임영숙등록번호92440000-07529소재지서울 영등포구 당산동5가4-13 상가B동 101호전화02-2675-9800,010-5354-9604최근 3개월  집주인확인 33건매매6전세68월세18단기0",,"예상 보증료676,840원네이버페이 최대3만원 적립상품 안내",주거용,오픈형,복층,복도식,146세대,,
